block_id,drug_row,drug_col,cell_line_name,ic50_row,ic50_col,ri_row,ri_col,css_row,css_col,css_ri,S_sum,S_mean,S_max,synergy_bliss,drug_row_clinical_phase,drug_col_clinical_phase,MW_row,LogP_row,NumHDonors_row,NumHAcceptors_row,MW_col,LogP_col,NumHDonors_col,NumHAcceptors_col
50614,Carboplatinum,391210-10-9,4,21.72347004,0.1,4.341,3.865,11.566,14.026,12.796,4.59,8.693,8.455,1.533715123,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
50615,Carboplatinum,391210-10-9,4,21.72347004,0.1,4.341,3.865,24.439,24.123,24.281,16.075,20.178,19.94,8.763090123,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
50616,Carboplatinum,391210-10-9,4,21.72347004,0.1,4.341,3.865,16.936,24.531,20.7335,12.5275,16.6305,16.3925,6.565340123,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
76177,Carboplatinum,391210-10-9,5,50.0,0.006379444,3.958,2.094,-2.09,22.245,10.0775,4.0255,7.0515,6.1195,-5.30065143,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
76178,Carboplatinum,391210-10-9,5,50.0,0.006379444,3.958,2.094,-0.223,13.584,6.6805,0.6285,3.6545,2.7225,-7.50677643,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
76179,Carboplatinum,391210-10-9,5,50.0,0.006379444,3.958,2.094,10.033,28.846,19.4395,13.3875,16.4135,15.4815,10.12734857,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
76180,Carboplatinum,391210-10-9,5,50.0,0.006379444,3.958,2.094,11.625,-9.206,1.2095,-4.8425,-1.8165,-2.7485,0.37659857,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
87621,Carboplatinum,391210-10-9,6,0.474887257,0.001605198,12.119,27.16,7.569,15.317,11.443,-27.836,-8.1965,-15.717,-19.19266027,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
87622,Carboplatinum,391210-10-9,6,0.474887257,0.001605198,12.119,27.16,15.601,23.422,19.5115,-19.7675,-0.128,-7.6485,-13.64884777,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
87623,Carboplatinum,391210-10-9,6,0.474887257,0.001605198,12.119,27.16,5.098,25.985,15.5415,-23.7375,-4.098,-11.6185,-13.27616027,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
87624,Carboplatinum,391210-10-9,6,0.474887257,0.001605198,12.119,27.16,12.767,24.94,18.8535,-20.4255,-0.786,-8.3065,-11.94772277,4,2,373.266,0.6474000000000001,4.0,4.0,482.1960000000002,2.466700000000001,4.0,5.0
16461,Carboplatinum,Sorafenib,1,50.0,9.476117169,16.54,27.146,33.212,68.499,50.8555,7.1695,29.0125,23.7095,-7.518026172,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
16462,Carboplatinum,Sorafenib,1,50.0,9.476117169,16.54,27.146,29.234,58.98,44.107,0.421,22.264,16.961,-12.15208867,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
16463,Carboplatinum,Sorafenib,1,50.0,9.476117169,16.54,27.146,22.58,67.689,45.1345,1.4485,23.2915,17.9885,-10.32496367,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
16464,Carboplatinum,Sorafenib,1,50.0,9.476117169,16.54,27.146,31.969,66.551,49.26,5.574,27.417,22.114,-9.623338672,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
28017,Carboplatinum,Sorafenib,2,39.54331052,4.22646911,-2.42,60.353,36.579,56.04,46.3095,-11.6235,17.343,-14.0435,-1.896374327,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
28018,Carboplatinum,Sorafenib,2,39.54331052,4.22646911,-2.42,60.353,39.082,61.303,50.1925,-7.7405,21.226,-10.1605,-2.653061827,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
28019,Carboplatinum,Sorafenib,2,39.54331052,4.22646911,-2.42,60.353,40.045,57.544,48.7945,-9.1385,19.828,-11.5585,-0.844249327,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
28020,Carboplatinum,Sorafenib,2,39.54331052,4.22646911,-2.42,60.353,36.907,55.488,46.1975,-11.7355,17.231,-14.1555,-2.009561827,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
34777,Carboplatinum,Sorafenib,3,4.366745263,8.54236698,35.528,31.797,33.923,34.691,34.307,-33.018,0.6445,-1.221,-13.98279643,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
34778,Carboplatinum,Sorafenib,3,4.366745263,8.54236698,35.528,31.797,29.546,32.118,30.832,-36.493,-2.8305,-4.696,-15.64854643,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
34779,Carboplatinum,Sorafenib,3,4.366745263,8.54236698,35.528,31.797,35.123,44.15,39.6365,-27.6885,5.974,4.1085,-9.047921433,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
34780,Carboplatinum,Sorafenib,3,4.366745263,8.54236698,35.528,31.797,35.077,37.419,36.248,-31.077,2.5855,0.72,-12.49473393,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
50617,Carboplatinum,Sorafenib,4,21.72347004,5.564778408,4.341,58.553,53.007,64.188,58.5975,-4.2965,27.1505,0.0445,1.351871941,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
50618,Carboplatinum,Sorafenib,4,21.72347004,5.564778408,4.341,58.553,46.676,58.438,52.557,-10.337,21.11,-5.996,-4.949753059,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
50619,Carboplatinum,Sorafenib,4,21.72347004,5.564778408,4.341,58.553,50.518,66.901,58.7095,-4.1845,27.2625,0.1565,-3.411628059,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
50620,Carboplatinum,Sorafenib,4,21.72347004,5.564778408,4.341,58.553,49.771,67.313,58.542,-4.352,27.095,-0.011,-1.159003059,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
76181,Carboplatinum,Sorafenib,5,50.0,5.531302533,3.958,37.261,24.875,67.664,46.2695,5.0505,25.66,9.0085,8.888112296,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
76182,Carboplatinum,Sorafenib,5,50.0,5.531302533,3.958,37.261,22.175,32.63,27.4025,-13.8165,6.793,-9.8585,2.461799796,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
76183,Carboplatinum,Sorafenib,5,50.0,5.531302533,3.958,37.261,37.32,50.151,43.7355,2.5165,23.126,6.4745,-1.546137704,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
76184,Carboplatinum,Sorafenib,5,50.0,5.531302533,3.958,37.261,23.482,44.117,33.7995,-7.4195,13.19,-3.4615,1.025737296,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
87625,Carboplatinum,Sorafenib,6,0.474887257,7.056955371,12.119,20.149,17.049,22.589,19.819,-12.449,3.685,-0.33,-1.519554584,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
87626,Carboplatinum,Sorafenib,6,0.474887257,7.056955371,12.119,20.149,22.328,19.323,20.8255,-11.4425,4.6915,0.6765,-7.271179584,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
87627,Carboplatinum,Sorafenib,6,0.474887257,7.056955371,12.119,20.149,43.245,29.962,36.6035,4.3355,20.4695,16.4545,4.923195416,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
87628,Carboplatinum,Sorafenib,6,0.474887257,7.056955371,12.119,20.149,7.865,22.012,14.9385,-17.3295,-1.1955,-5.2105,-7.235679584,4,4,373.266,0.6474000000000001,4.0,4.0,464.8310000000001,5.549700000000002,3.0,4.0
16465,Carboplatinum,Sunitinib,1,50.0,3.017498596,16.54,1.693,33.208,75.808,54.508,36.275,45.3915,37.968,4.295771894,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
16466,Carboplatinum,Sunitinib,1,50.0,3.017498596,16.54,1.693,32.552,59.617,46.0845,27.8515,36.968,29.5445,3.091584394,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
16467,Carboplatinum,Sunitinib,1,50.0,3.017498596,16.54,1.693,27.708,66.445,47.0765,28.8435,37.96,30.5365,3.005146894,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
16468,Carboplatinum,Sunitinib,1,50.0,3.017498596,16.54,1.693,37.396,69.535,53.4655,35.2325,44.349,36.9255,4.418459394,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
28021,Carboplatinum,Sunitinib,2,39.54331052,1.669366594,-2.42,43.742,52.358,51.768,52.063,10.741,31.402,8.321,4.827050516,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
28022,Carboplatinum,Sunitinib,2,39.54331052,1.669366594,-2.42,43.742,51.383,47.888,49.6355,8.3135,28.9745,5.8935,6.519863016,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
28023,Carboplatinum,Sunitinib,2,39.54331052,1.669366594,-2.42,43.742,48.447,47.395,47.921,6.599,27.26,4.179,6.327800516,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
28024,Carboplatinum,Sunitinib,2,39.54331052,1.669366594,-2.42,43.742,49.961,50.876,50.4185,9.0965,29.7575,6.6765,6.368113016,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
34781,Carboplatinum,Sunitinib,3,4.366745263,5.0,35.528,25.615,51.523,41.902,46.7125,-14.4305,16.141,11.1845,-7.831337544,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
34782,Carboplatinum,Sunitinib,3,4.366745263,5.0,35.528,25.615,55.388,44.87,50.129,-11.014,19.5575,14.601,-4.208337544,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
34783,Carboplatinum,Sunitinib,3,4.366745263,5.0,35.528,25.615,58.348,48.4,53.374,-7.769,22.8025,17.846,-1.178775044,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
34784,Carboplatinum,Sunitinib,3,4.366745263,5.0,35.528,25.615,56.241,40.131,48.186,-12.957,17.6145,12.658,-7.799525044,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
50621,Carboplatinum,Sunitinib,4,21.72347004,5.0,4.341,30.334,55.286,47.043,51.1645,16.4895,33.827,20.8305,7.369807362,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
50622,Carboplatinum,Sunitinib,4,21.72347004,5.0,4.341,30.334,59.035,55.866,57.4505,22.7755,40.113,27.1165,7.493494862,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
50623,Carboplatinum,Sunitinib,4,21.72347004,5.0,4.341,30.334,49.816,44.48,47.148,12.473,29.8105,16.814,2.195057362,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
50624,Carboplatinum,Sunitinib,4,21.72347004,5.0,4.341,30.334,60.246,53.015,56.6305,21.9555,39.293,26.2965,3.760869862,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
76185,Carboplatinum,Sunitinib,5,50.0,5.0,3.958,-2.18,17.583,18.652,18.1175,16.3395,17.2285,14.1595,8.919271291,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
76186,Carboplatinum,Sunitinib,5,50.0,5.0,3.958,-2.18,32.819,2.267,17.543,15.765,16.654,13.585,15.80433379,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
76187,Carboplatinum,Sunitinib,5,50.0,5.0,3.958,-2.18,20.829,8.274,14.5515,12.7735,13.6625,10.5935,11.77833379,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
76188,Carboplatinum,Sunitinib,5,50.0,5.0,3.958,-2.18,25.344,17.55,21.447,19.669,20.558,17.489,3.407583791,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
87629,Carboplatinum,Sunitinib,6,0.474887257,1.407163867,12.119,19.689,15.02,12.991,14.0055,-17.8025,-1.8985,-5.6835,-8.744053822,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
87630,Carboplatinum,Sunitinib,6,0.474887257,1.407163867,12.119,19.689,18.135,14.165,16.15,-15.658,0.246,-3.539,-6.686553822,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
87631,Carboplatinum,Sunitinib,6,0.474887257,1.407163867,12.119,19.689,22.118,22.652,22.385,-9.423,6.481,2.696,-3.304741322,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
87632,Carboplatinum,Sunitinib,6,0.474887257,1.407163867,12.119,19.689,20.231,21.085,20.658,-11.15,4.754,0.969,-5.983116322,4,4,373.266,0.6474000000000001,4.0,4.0,398.48200000000014,3.3349400000000022,3.0,3.0
16469,Carboplatinum,temozolomide,1,50.0,22.92484787,16.54,-7.263,17.097,74.624,45.8605,36.5835,41.222,29.3205,7.622520067,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
16470,Carboplatinum,temozolomide,1,50.0,22.92484787,16.54,-7.263,26.141,71.788,48.9645,39.6875,44.326,32.4245,6.300457567,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
16471,Carboplatinum,temozolomide,1,50.0,22.92484787,16.54,-7.263,9.354,66.454,37.904,28.627,33.2655,21.364,0.114270067,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
16472,Carboplatinum,temozolomide,1,50.0,22.92484787,16.54,-7.263,11.955,64.795,38.375,29.098,33.7365,21.835,-1.653167433,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
28025,Carboplatinum,temozolomide,2,39.54331052,0.263336984,-2.42,-8.007,0.746,12.631,6.6885,17.1155,11.902,9.1085,18.61759217,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
28026,Carboplatinum,temozolomide,2,39.54331052,0.263336984,-2.42,-8.007,0.008,6.175,3.0915,13.5185,8.305,5.5115,14.08427967,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
28027,Carboplatinum,temozolomide,2,39.54331052,0.263336984,-2.42,-8.007,-3.854,4.652,0.399,10.826,5.6125,2.819,9.052654674,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
28028,Carboplatinum,temozolomide,2,39.54331052,0.263336984,-2.42,-8.007,-3.505,4.597,0.546,10.973,5.7595,2.966,9.946217174,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
34785,Carboplatinum,temozolomide,3,4.366745263,54.72615268,35.528,3.668,33.508,30.987,32.2475,-6.9485,12.6495,-3.2805,-2.944354054,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
34786,Carboplatinum,temozolomide,3,4.366745263,54.72615268,35.528,3.668,36.186,40.175,38.1805,-1.0155,18.5825,2.6525,-3.326104054,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
34787,Carboplatinum,temozolomide,3,4.366745263,54.72615268,35.528,3.668,36.007,34.068,35.0375,-4.1585,15.4395,-0.4905,-1.678791554,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
34788,Carboplatinum,temozolomide,3,4.366745263,54.72615268,35.528,3.668,32.494,25.334,28.914,-10.282,9.316,-6.614,-3.644479054,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
50625,Carboplatinum,temozolomide,4,21.72347004,250.0,4.341,-8.41,16.032,25.694,20.863,24.932,22.8975,16.522,12.79867913,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
50626,Carboplatinum,temozolomide,4,21.72347004,250.0,4.341,-8.41,5.361,26.046,15.7035,19.7725,17.738,11.3625,9.307991628,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
50627,Carboplatinum,temozolomide,4,21.72347004,250.0,4.341,-8.41,-3.243,22.264,9.5105,13.5795,11.545,5.1695,4.776054128,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
50628,Carboplatinum,temozolomide,4,21.72347004,250.0,4.341,-8.41,1.718,19.563,10.6405,14.7095,12.675,6.2995,3.207304128,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
76189,Carboplatinum,temozolomide,5,50.0,250.0,3.958,-13.353,18.069,11.607,14.838,24.233,19.5355,10.88,-3.60551783,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
76190,Carboplatinum,temozolomide,5,50.0,250.0,3.958,-13.353,-37.161,-11.355,-24.258,-14.863,-19.5605,-28.216,-10.01339283,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
76191,Carboplatinum,temozolomide,5,50.0,250.0,3.958,-13.353,-16.94,-24.236,-20.588,-11.193,-15.8905,-24.546,-11.13826783,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
76192,Carboplatinum,temozolomide,5,50.0,250.0,3.958,-13.353,-10.334,-12.419,-11.3765,-1.9815,-6.679,-15.3345,-8.87551783,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
87633,Carboplatinum,temozolomide,6,0.474887257,36.84320103,12.119,-4.971,5.719,-9.533,-1.907,-9.055,-5.481,-14.026,-6.145270814,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
87634,Carboplatinum,temozolomide,6,0.474887257,36.84320103,12.119,-4.971,-0.772,-2.755,-1.7635,-8.9115,-5.3375,-13.8825,-4.015520814,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
87635,Carboplatinum,temozolomide,6,0.474887257,36.84320103,12.119,-4.971,-0.121,-4.864,-2.4925,-9.6405,-6.0665,-14.6115,-5.120083314,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
87636,Carboplatinum,temozolomide,6,0.474887257,36.84320103,12.119,-4.971,-6.039,-4.54,-5.2895,-12.4375,-8.8635,-17.4085,-8.270645814,4,4,373.266,0.6474000000000001,4.0,4.0,194.154,-2.0781,1.0,7.0
16473,Carboplatinum,Vorinostat,1,50.0,4.0,16.54,19.56,86.975,77.882,82.4285,46.3285,64.3785,62.8685,4.70073717,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
16474,Carboplatinum,Vorinostat,1,50.0,4.0,16.54,19.56,86.334,78.528,82.431,46.331,64.381,62.871,1.30736217,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
16475,Carboplatinum,Vorinostat,1,50.0,4.0,16.54,19.56,84.457,74.7,79.5785,43.4785,61.5285,60.0185,1.80942467,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
16476,Carboplatinum,Vorinostat,1,50.0,4.0,16.54,19.56,84.459,77.628,81.0435,44.9435,62.9935,61.4835,3.49704967,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
28029,Carboplatinum,Vorinostat,2,39.54331052,1.03468198,-2.42,24.286,45.775,40.081,42.928,21.062,31.995,18.642,11.98934007,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
28030,Carboplatinum,Vorinostat,2,39.54331052,1.03468198,-2.42,24.286,34.825,27.889,31.357,9.491,20.424,7.071,2.992027573,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
28031,Carboplatinum,Vorinostat,2,39.54331052,1.03468198,-2.42,24.286,36.528,24.834,30.681,8.815,19.748,6.395,3.276152573,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
28032,Carboplatinum,Vorinostat,2,39.54331052,1.03468198,-2.42,24.286,33.085,29.11,31.0975,9.2315,20.1645,6.8115,2.869840073,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
34789,Carboplatinum,Vorinostat,3,4.366745263,1.726586518,35.528,14.992,55.116,44.238,49.677,-0.843,24.417,14.149,-1.223877208,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
34790,Carboplatinum,Vorinostat,3,4.366745263,1.726586518,35.528,14.992,54.094,38.213,46.1535,-4.3665,20.8935,10.6255,-5.356752208,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
34791,Carboplatinum,Vorinostat,3,4.366745263,1.726586518,35.528,14.992,56.077,41.853,48.965,-1.555,23.705,13.437,-0.319314708,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
34792,Carboplatinum,Vorinostat,3,4.366745263,1.726586518,35.528,14.992,55.108,46.717,50.9125,0.3925,25.6525,15.3845,0.524247792,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
50629,Carboplatinum,Vorinostat,4,21.72347004,0.802444805,4.341,39.478,62.176,59.15,60.663,16.844,38.7535,21.185,7.827145792,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
50630,Carboplatinum,Vorinostat,4,21.72347004,0.802444805,4.341,39.478,51.727,43.649,47.688,3.869,25.7785,8.21,-0.453979208,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
50631,Carboplatinum,Vorinostat,4,21.72347004,0.802444805,4.341,39.478,41.491,68.087,54.789,10.97,32.8795,15.311,4.524083292,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
50632,Carboplatinum,Vorinostat,4,21.72347004,0.802444805,4.341,39.478,60.729,61.537,61.133,17.314,39.2235,21.655,4.303395792,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
90733,Carboplatinum,Vorinostat,5,50.0,2.866201754,3.958,13.165,63.585,25.084,44.3345,27.2115,35.773,31.1695,-0.073190391,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
90734,Carboplatinum,Vorinostat,5,50.0,2.866201754,3.958,13.165,75.432,23.51,49.471,32.348,40.9095,36.306,-0.843127891,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
90735,Carboplatinum,Vorinostat,5,50.0,2.866201754,3.958,13.165,40.332,23.457,31.8945,14.7715,23.333,18.7295,-1.722690391,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
90736,Carboplatinum,Vorinostat,5,50.0,2.866201754,3.958,13.165,26.104,16.338,21.221,4.098,12.6595,8.056,-3.438502891,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
87637,Carboplatinum,Vorinostat,6,0.474887257,4.0,12.119,21.652,92.283,22.196,57.2395,23.4685,40.354,35.5875,-7.567265387,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
87638,Carboplatinum,Vorinostat,6,0.474887257,4.0,12.119,21.652,89.17,24.442,56.806,23.035,39.9205,35.154,-6.677890387,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
87639,Carboplatinum,Vorinostat,6,0.474887257,4.0,12.119,21.652,89.942,29.323,59.6325,25.8615,42.747,37.9805,-5.680640387,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
87640,Carboplatinum,Vorinostat,6,0.474887257,4.0,12.119,21.652,88.884,33.588,61.236,27.465,44.3505,39.584,5.494047113,4,4,373.266,0.6474000000000001,4.0,4.0,264.3249999999999,2.4710999999999994,3.0,3.0
16493,cyclophosphamide,Dasatinib,1,2.33281237,0.066733361,-1.088,12.435,7.216,16.186,11.701,0.354,6.0275,-0.734,3.922440122,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16494,cyclophosphamide,Dasatinib,1,2.33281237,0.066733361,-1.088,12.435,15.019,15.09,15.0545,3.7075,9.381,2.6195,8.739440122,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16495,cyclophosphamide,Dasatinib,1,2.33281237,0.066733361,-1.088,12.435,10.934,12.42,11.677,0.33,6.0035,-0.758,1.678815122,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16496,cyclophosphamide,Dasatinib,1,2.33281237,0.066733361,-1.088,12.435,8.82,12.316,10.568,-0.779,4.8945,-1.867,0.361752622,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
28049,cyclophosphamide,Dasatinib,2,0.326108025,0.683647455,-11.21,7.929,7.998,8.236,8.117,11.398,9.7575,0.188,6.638368494,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
28050,cyclophosphamide,Dasatinib,2,0.326108025,0.683647455,-11.21,7.929,12.211,9.205,10.708,13.989,12.3485,2.779,10.48868099,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
28051,cyclophosphamide,Dasatinib,2,0.326108025,0.683647455,-11.21,7.929,6.456,-0.48,2.988,6.269,4.6285,-4.941,5.251118494,4,4,261.08899999999994,1.884,1.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
